timestamp,network_state,health_state,command,latency_ms,consecutive_windows,fusion_state,deterioration_prob
1778418971.353486,Stable,CRITICAL,SEMANTIC_CRITICAL,506.812,1,UNKNOWN,
1778418972.345371,Critical,CRITICAL,SEMANTIC_SUMMARY,253.664,1,UNKNOWN,
1778418973.09938,Stable,CRITICAL,SEMANTIC_CRITICAL,752.84,2,UNKNOWN,
1778418973.849777,Critical,ALERT,SEMANTIC_ALERT,254.794,1,UNKNOWN,
1778418974.353986,Stable,ALERT,FULL_ECG_PRIORITY,256.621,1,UNKNOWN,
1778418975.096389,Critical,ALERT,SEMANTIC_ALERT,252.985,1,UNKNOWN,
1778418975.605767,Stable,ALERT,FULL_ECG_PRIORITY,255.092,1,UNKNOWN,
1778418976.344585,Critical,ALERT,SEMANTIC_ALERT,252.057,3,UNKNOWN,
1778418976.853481,Stable,ALERT,FULL_ECG_PRIORITY,253.935,1,UNKNOWN,
1778418977.59773,Unstable,ALERT,SEMANTIC_SUMMARY,755.344,3,UNKNOWN,
1778418978.099809,Unstable,NORMAL,DOWNSAMPLED_ECG,506.558,5,UNKNOWN,
1778418978.849731,Stable,NORMAL,FULL_ECG,754.452,3,UNKNOWN,
1778418979.350006,Unstable,NORMAL,SEMANTIC_SUMMARY,507.026,1,UNKNOWN,
1778418980.100097,Stable,NORMAL,FULL_ECG,502.443,2,UNKNOWN,
1778418980.602053,Critical,CRITICAL,SEMANTIC_CRITICAL,257.557,2,UNKNOWN,
1778418981.857866,Unstable,CRITICAL,SEMANTIC_SUMMARY,257.168,3,UNKNOWN,
1778418982.597394,Stable,CRITICAL,SEMANTIC_CRITICAL,755.266,2,UNKNOWN,
1778418985.093615,Unstable,ALERT,SEMANTIC_SUMMARY,252.103,2,UNKNOWN,
1778418985.603221,Stable,ALERT,FULL_ECG_PRIORITY,252.379,1,UNKNOWN,
1778418986.348097,Unstable,NORMAL,SEMANTIC_SUMMARY,502.606,2,UNKNOWN,
1778418986.853694,Stable,NORMAL,FULL_ECG,255.272,1,UNKNOWN,
1778418987.594885,Critical,NORMAL,SEMANTIC_SUMMARY,502.849,2,UNKNOWN,
1778418988.105567,Stable,NORMAL,FULL_ECG,255.564,1,UNKNOWN,
1778418988.845545,Critical,NORMAL,SEMANTIC_SUMMARY,253.783,1,UNKNOWN,
1778418989.353711,Stable,NORMAL,FULL_ECG,257.402,1,UNKNOWN,
1778418990.102041,Unstable,NORMAL,DOWNSAMPLED_ECG,503.768,2,UNKNOWN,
1778418990.848815,Stable,NORMAL,FULL_ECG,504.16,2,UNKNOWN,
1778418991.60152,Unstable,NORMAL,SEMANTIC_SUMMARY,255.066,2,UNKNOWN,
1778418992.102501,Unstable,NORMAL,DOWNSAMPLED_ECG,503.225,4,UNKNOWN,
1778418992.853672,Stable,NORMAL,FULL_ECG,757.749,3,UNKNOWN,
1778418993.59426,Unstable,NORMAL,DOWNSAMPLED_ECG,752.599,3,UNKNOWN,
1778418994.101336,Stable,NORMAL,FULL_ECG,257.322,1,UNKNOWN,
1778418994.84694,Unstable,NORMAL,SEMANTIC_SUMMARY,754.032,1,UNKNOWN,
1778418995.350987,Stable,NORMAL,FULL_ECG,252.488,1,UNKNOWN,
1778418995.852946,Unstable,NORMAL,DOWNSAMPLED_ECG,260.56,1,UNKNOWN,
1778418996.597851,Stable,NORMAL,FULL_ECG,503.006,2,UNKNOWN,
1778418997.101564,Critical,NORMAL,SEMANTIC_SUMMARY,256.261,1,UNKNOWN,
1778418997.604847,Stable,NORMAL,FULL_ECG,255.442,1,UNKNOWN,
1778418998.345341,Unstable,NORMAL,SEMANTIC_SUMMARY,752.369,1,UNKNOWN,
1778418999.101258,Stable,NORMAL,FULL_ECG,506.07,2,UNKNOWN,
1778418999.845195,Unstable,NORMAL,SEMANTIC_SUMMARY,252.564,3,UNKNOWN,
1778419000.348076,Stable,NORMAL,FULL_ECG,252.481,1,UNKNOWN,
1778419000.849109,Critical,NORMAL,SEMANTIC_SUMMARY,507.751,2,UNKNOWN,
1778419001.350005,Stable,NORMAL,FULL_ECG,252.533,1,UNKNOWN,
1778419002.100947,Unstable,CRITICAL,SEMANTIC_CRITICAL,257.516,2,UNKNOWN,
1778419003.34573,Unstable,CRITICAL,SEMANTIC_SUMMARY,252.271,1,UNKNOWN,
1778419003.847257,Stable,CRITICAL,SEMANTIC_CRITICAL,502.617,1,UNKNOWN,
1778419004.348308,Critical,CRITICAL,SEMANTIC_SUMMARY,253.142,1,UNKNOWN,
1778419004.888845,Stable,CRITICAL,SEMANTIC_CRITICAL,546.795,1,UNKNOWN,
1778419006.597314,Unstable,CRITICAL,SEMANTIC_SUMMARY,252.774,1,UNKNOWN,
1778419007.101294,Stable,CRITICAL,SEMANTIC_CRITICAL,502.428,1,UNKNOWN,
1778419007.625098,Critical,CRITICAL,SEMANTIC_SUMMARY,282.556,2,UNKNOWN,
1778419008.348914,Stable,CRITICAL,SEMANTIC_CRITICAL,753.896,2,UNKNOWN,
1778419010.097267,Unstable,CRITICAL,SEMANTIC_SUMMARY,254.761,1,UNKNOWN,
1778419010.850806,Unstable,NORMAL,DOWNSAMPLED_ECG,252.552,1,UNKNOWN,
1778419011.604152,Stable,NORMAL,FULL_ECG,753.372,3,UNKNOWN,
1778419012.108072,Unstable,CRITICAL,SEMANTIC_CRITICAL,510.188,2,UNKNOWN,
1778419012.846025,Unstable,ALERT,SEMANTIC_SUMMARY,252.999,5,UNKNOWN,
1778419013.353012,Stable,ALERT,FULL_ECG_PRIORITY,256.942,1,UNKNOWN,
1778419014.102,Unstable,ALERT,SEMANTIC_SUMMARY,505.373,1,UNKNOWN,
1778419014.609525,Stable,ALERT,FULL_ECG_PRIORITY,258.173,1,UNKNOWN,
1778419015.343925,Unstable,CRITICAL,SEMANTIC_CRITICAL,252.41,3,UNKNOWN,
1778419018.846807,Unstable,CRITICAL,SEMANTIC_SUMMARY,252.933,6,UNKNOWN,
1778419019.357651,Stable,CRITICAL,SEMANTIC_CRITICAL,506.709,1,UNKNOWN,
1778419020.848557,Unstable,CRITICAL,SEMANTIC_SUMMARY,256.711,4,UNKNOWN,
1778419021.348996,Stable,CRITICAL,SEMANTIC_CRITICAL,507.334,1,UNKNOWN,
1778419022.349324,Unstable,CRITICAL,SEMANTIC_SUMMARY,257.132,4,UNKNOWN,
1778419022.865936,Stable,CRITICAL,SEMANTIC_CRITICAL,519.052,1,UNKNOWN,
1778419024.350577,Unstable,ALERT,SEMANTIC_SUMMARY,258.807,6,UNKNOWN,
1778419024.850679,Stable,ALERT,FULL_ECG_PRIORITY,255.008,1,UNKNOWN,
1778419025.600619,Unstable,CRITICAL,SEMANTIC_CRITICAL,254.561,2,UNKNOWN,
1778419027.597143,Unstable,CRITICAL,SEMANTIC_SUMMARY,255.825,10,UNKNOWN,
1778419028.353076,Stable,CRITICAL,SEMANTIC_CRITICAL,755.112,2,UNKNOWN,
1778419028.853116,Unstable,CRITICAL,SEMANTIC_SUMMARY,258.037,2,UNKNOWN,
1778419029.596495,Unstable,CRITICAL,SEMANTIC_CRITICAL,752.592,1,UNKNOWN,
1778419031.348369,Stable,ALERT,SEMANTIC_SUMMARY,255.503,1,UNKNOWN,
1778419031.851176,Stable,ALERT,FULL_ECG_PRIORITY,252.178,1,UNKNOWN,
1778419032.593767,Unstable,CRITICAL,SEMANTIC_CRITICAL,502.415,3,UNKNOWN,
1778419033.09921,Unstable,ALERT,SEMANTIC_ALERT,252.283,5,UNKNOWN,
