
[Receiver] Closed-loop gateway listening on :9000
[Receiver] Ward controller target: 10.0.0.1:5006

[WARN] joblib unavailable; using heuristic predictor.
[PREDICT] source=heuristic state=Critical loss=38.33% delay=54.67ms jitter=13.05ms devices=5
[PREDICT] source=heuristic state=Critical loss=37.50% delay=55.27ms jitter=13.96ms devices=3
[PREDICT] source=heuristic state=Critical loss=40.52% delay=54.40ms jitter=12.93ms devices=3
[PREDICT] source=heuristic state=Critical loss=45.86% delay=51.33ms jitter=16.71ms devices=3
[PREDICT] source=heuristic state=Critical loss=39.82% delay=55.02ms jitter=14.08ms devices=5
[PREDICT] source=heuristic state=Critical loss=43.22% delay=52.26ms jitter=15.64ms devices=3
[PREDICT] source=heuristic state=Critical loss=39.29% delay=53.82ms jitter=12.70ms devices=3
[PREDICT] source=heuristic state=Critical loss=39.29% delay=55.60ms jitter=14.10ms devices=3
[PREDICT] source=heuristic state=Critical loss=38.37% delay=53.76ms jitter=13.22ms devices=5
[PREDICT] source=heuristic state=Critical loss=25.00% delay=55.89ms jitter=9.97ms devices=2
[PREDICT] source=heuristic state=Critical loss=25.00% delay=54.12ms jitter=8.29ms devices=2
[PREDICT] source=heuristic state=Critical loss=32.86% delay=52.98ms jitter=12.07ms devices=2
[Receiver] Elapsed: 1m 15s | Rows:   300 | Status: Running
[PREDICT] source=heuristic state=Critical loss=43.18% delay=54.79ms jitter=18.66ms devices=4
[PREDICT] source=heuristic state=Critical loss=37.50% delay=56.65ms jitter=11.71ms devices=2
[PREDICT] source=heuristic state=Critical loss=39.47% delay=54.04ms jitter=11.30ms devices=2
[PREDICT] source=heuristic state=Critical loss=29.23% delay=57.90ms jitter=9.47ms devices=2
[PREDICT] source=heuristic state=Critical loss=36.84% delay=54.43ms jitter=13.00ms devices=4
[PREDICT] source=heuristic state=Critical loss=34.25% delay=52.80ms jitter=11.09ms devices=2
[PREDICT] source=heuristic state=Critical loss=41.25% delay=54.98ms jitter=15.65ms devices=2
[PREDICT] source=heuristic state=Critical loss=39.19% delay=56.89ms jitter=13.38ms devices=2
[PREDICT] source=heuristic state=Critical loss=41.28% delay=54.62ms jitter=14.36ms devices=5
[PREDICT] source=heuristic state=Critical loss=43.20% delay=54.84ms jitter=15.93ms devices=3
[PREDICT] source=heuristic state=Critical loss=34.15% delay=52.42ms jitter=11.66ms devices=3
[PREDICT] source=heuristic state=Critical loss=34.09% delay=52.67ms jitter=11.79ms devices=3
[PREDICT] source=heuristic state=Critical loss=34.67% delay=54.75ms jitter=14.95ms devices=4
[PREDICT] source=heuristic state=Critical loss=41.18% delay=56.12ms jitter=14.39ms devices=3
[PREDICT] source=heuristic state=Critical loss=34.33% delay=54.72ms jitter=13.23ms devices=2
[PREDICT] source=heuristic state=Critical loss=41.51% delay=55.06ms jitter=14.40ms devices=3
[PREDICT] source=heuristic state=Critical loss=41.13% delay=56.37ms jitter=14.26ms devices=5
[PREDICT] source=heuristic state=Critical loss=35.19% delay=52.22ms jitter=11.83ms devices=3
[PREDICT] source=heuristic state=Critical loss=41.94% delay=55.74ms jitter=14.70ms devices=3
[PREDICT] source=heuristic state=Critical loss=36.70% delay=54.47ms jitter=11.24ms devices=3
[PREDICT] source=heuristic state=Critical loss=42.15% delay=53.20ms jitter=15.31ms devices=5
[PREDICT] source=heuristic state=Critical loss=41.60% delay=54.52ms jitter=14.43ms devices=3
[PREDICT] source=heuristic state=Critical loss=38.98% delay=53.56ms jitter=13.28ms devices=3
[PREDICT] source=heuristic state=Critical loss=38.79% delay=55.16ms jitter=12.52ms devices=3
[PREDICT] source=heuristic state=Critical loss=35.45% delay=51.60ms jitter=11.57ms devices=5
[PREDICT] source=heuristic state=Critical loss=35.00% delay=54.37ms jitter=9.90ms devices=3
[PREDICT] source=heuristic state=Critical loss=38.68% delay=55.27ms jitter=12.69ms devices=3
[PREDICT] source=heuristic state=Critical loss=37.50% delay=53.90ms jitter=12.02ms devices=3
[PREDICT] source=heuristic state=Critical loss=39.64% delay=53.27ms jitter=15.33ms devices=5
[PREDICT] source=heuristic state=Critical loss=44.88% delay=53.44ms jitter=16.39ms devices=3
[PREDICT] source=heuristic state=Critical loss=41.23% delay=53.01ms jitter=13.63ms devices=3
[PREDICT] source=heuristic state=Critical loss=41.73% delay=54.67ms jitter=15.12ms devices=3
[PREDICT] source=heuristic state=Critical loss=40.70% delay=54.39ms jitter=12.21ms devices=5
[PREDICT] source=heuristic state=Critical loss=41.25% delay=53.65ms jitter=14.54ms devices=2
[PREDICT] source=heuristic state=Critical loss=46.15% delay=55.50ms jitter=39.09ms devices=3
[PREDICT] source=heuristic state=Unstable loss=0.00% delay=54.27ms jitter=12.09ms devices=1
[PREDICT] source=heuristic state=Critical loss=0.00% delay=54.23ms jitter=36.69ms devices=1
[PREDICT] source=heuristic state=Unstable loss=0.00% delay=53.65ms jitter=4.42ms devices=2
[PREDICT] source=heuristic state=Critical loss=50.00% delay=59.53ms jitter=14.37ms devices=1
[PREDICT] source=heuristic state=Unstable loss=0.00% delay=73.01ms jitter=22.48ms devices=1
[PREDICT] source=heuristic state=Unstable loss=0.00% delay=38.23ms jitter=18.55ms devices=1
[PREDICT] source=heuristic state=Critical loss=0.00% delay=23.64ms jitter=42.14ms devices=1
[PREDICT] source=heuristic state=Unstable loss=0.00% delay=23.06ms jitter=31.17ms devices=1
[PREDICT] source=heuristic state=Unstable loss=0.00% delay=25.50ms jitter=30.12ms devices=2
[PREDICT] source=heuristic state=Stable loss=0.00% delay=0.00ms jitter=0.00ms devices=0
[PREDICT] source=heuristic state=Stable loss=0.00% delay=0.00ms jitter=0.00ms devices=0
[PREDICT] source=heuristic state=Unstable loss=5.95% delay=25.64ms jitter=4.61ms devices=4
[PREDICT] source=heuristic state=Unstable loss=5.10% delay=24.61ms jitter=4.78ms devices=4
[PREDICT] source=heuristic state=Stable loss=1.00% delay=24.61ms jitter=4.41ms devices=7
[PREDICT] source=heuristic state=Unstable loss=4.85% delay=24.87ms jitter=4.27ms devices=4
[PREDICT] source=heuristic state=Critical loss=10.42% delay=24.29ms jitter=3.96ms devices=4
[PREDICT] source=heuristic state=Unstable loss=4.00% delay=24.80ms jitter=3.32ms devices=1
[PREDICT] source=heuristic state=Unstable loss=7.14% delay=25.02ms jitter=4.74ms devices=3
[PREDICT] source=heuristic state=Critical loss=14.29% delay=24.71ms jitter=4.36ms devices=1
[PREDICT] source=heuristic state=Stable loss=2.27% delay=24.80ms jitter=4.77ms devices=2
[PREDICT] source=heuristic state=Critical loss=11.32% delay=24.92ms jitter=5.13ms devices=2
[PREDICT] source=heuristic state=Unstable loss=4.17% delay=23.83ms jitter=3.94ms devices=4
[PREDICT] source=heuristic state=Unstable loss=5.77% delay=25.05ms jitter=4.12ms devices=2
[PREDICT] source=heuristic state=Critical loss=9.26% delay=23.96ms jitter=4.61ms devices=3
[PREDICT] source=heuristic state=Critical loss=10.00% delay=24.54ms jitter=5.00ms devices=3
[Receiver] Elapsed: 1m 30s | Rows:   360 | Status: Running
[PREDICT] source=heuristic state=Unstable loss=5.06% delay=24.15ms jitter=3.53ms devices=5
[PREDICT] source=heuristic state=Unstable loss=7.89% delay=24.63ms jitter=4.88ms devices=3
[PREDICT] source=heuristic state=Unstable loss=5.13% delay=24.81ms jitter=4.50ms devices=3
[PREDICT] source=heuristic state=Critical loss=8.97% delay=24.88ms jitter=5.66ms devices=3
[PREDICT] source=heuristic state=Unstable loss=4.94% delay=25.31ms jitter=4.13ms devices=5
[PREDICT] source=heuristic state=Critical loss=10.26% delay=25.34ms jitter=5.03ms devices=3
[PREDICT] source=heuristic state=Stable loss=2.70% delay=23.72ms jitter=4.72ms devices=3
[PREDICT] source=heuristic state=Unstable loss=5.19% delay=25.78ms jitter=4.03ms devices=3
[PREDICT] source=heuristic state=Unstable loss=7.32% delay=24.93ms jitter=5.24ms devices=5
[PREDICT] source=heuristic state=Stable loss=2.74% delay=24.04ms jitter=4.45ms devices=3
[PREDICT] source=heuristic state=Unstable loss=5.13% delay=24.65ms jitter=4.21ms devices=3
[PREDICT] source=heuristic state=Unstable loss=3.96% delay=24.98ms jitter=3.79ms devices=4
[PREDICT] source=heuristic state=Unstable loss=3.96% delay=24.86ms jitter=4.22ms devices=6
[PREDICT] source=heuristic state=Unstable loss=5.00% delay=25.77ms jitter=3.65ms devices=4
[PREDICT] source=heuristic state=Unstable loss=3.06% delay=24.90ms jitter=3.75ms devices=4
[PREDICT] source=heuristic state=Critical loss=12.73% delay=24.84ms jitter=4.56ms devices=4
[PREDICT] source=heuristic state=Critical loss=8.57% delay=23.85ms jitter=4.56ms devices=6
[PREDICT] source=heuristic state=Critical loss=10.48% delay=25.19ms jitter=4.74ms devices=4
[PREDICT] source=heuristic state=Critical loss=11.21% delay=25.03ms jitter=4.98ms devices=4
[PREDICT] source=heuristic state=Unstable loss=5.83% delay=24.81ms jitter=4.16ms devices=4
[PREDICT] source=heuristic state=Critical loss=9.09% delay=24.97ms jitter=4.81ms devices=6
[PREDICT] source=heuristic state=Unstable loss=6.49% delay=23.77ms jitter=3.73ms devices=3
[PREDICT] source=heuristic state=Stable loss=1.30% delay=24.18ms jitter=3.98ms devices=4
[PREDICT] source=heuristic state=Critical loss=10.38% delay=25.46ms jitter=5.02ms devices=4
[PREDICT] source=heuristic state=Unstable loss=6.60% delay=24.31ms jitter=4.53ms devices=6
[PREDICT] source=heuristic state=Critical loss=11.43% delay=24.90ms jitter=5.13ms devices=4
[PREDICT] source=heuristic state=Stable loss=2.44% delay=23.53ms jitter=3.69ms devices=4
[PREDICT] source=heuristic state=Stable loss=2.63% delay=23.86ms jitter=4.04ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=25.27ms jitter=3.94ms devices=5
[PREDICT] source=heuristic state=Unstable loss=6.33% delay=24.38ms jitter=5.16ms devices=3
[PREDICT] source=heuristic state=Unstable loss=5.33% delay=25.35ms jitter=4.50ms devices=3
[PREDICT] source=heuristic state=Stable loss=1.39% delay=25.69ms jitter=4.60ms devices=3
[PREDICT] source=heuristic state=Stable loss=1.30% delay=24.54ms jitter=3.68ms devices=5
[PREDICT] source=heuristic state=Unstable loss=5.26% delay=24.78ms jitter=3.91ms devices=3
[PREDICT] source=heuristic state=Unstable loss=6.25% delay=24.40ms jitter=4.14ms devices=4
[PREDICT] source=heuristic state=Unstable loss=4.90% delay=24.24ms jitter=4.51ms devices=4
[PREDICT] source=heuristic state=Unstable loss=7.69% delay=24.48ms jitter=4.77ms devices=6
[PREDICT] source=heuristic state=Unstable loss=5.26% delay=24.67ms jitter=4.49ms devices=3
[PREDICT] source=heuristic state=Unstable loss=7.69% delay=24.79ms jitter=5.00ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=25.65ms jitter=4.02ms devices=3
[PREDICT] source=heuristic state=Critical loss=10.98% delay=25.63ms jitter=5.02ms devices=5
[PREDICT] source=heuristic state=Unstable loss=5.26% delay=25.40ms jitter=4.15ms devices=3
[PREDICT] source=heuristic state=Unstable loss=6.49% delay=25.14ms jitter=4.11ms devices=3
[PREDICT] source=heuristic state=Critical loss=10.98% delay=25.84ms jitter=4.66ms devices=3
[PREDICT] source=heuristic state=Unstable loss=4.69% delay=24.37ms jitter=3.66ms devices=5
[PREDICT] source=heuristic state=Unstable loss=7.69% delay=24.43ms jitter=4.51ms devices=2
[PREDICT] source=heuristic state=Unstable loss=4.29% delay=24.18ms jitter=4.66ms devices=3
[PREDICT] source=heuristic state=Critical loss=8.33% delay=24.71ms jitter=5.18ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=24.48ms jitter=4.68ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=25.96ms jitter=4.60ms devices=2
[PREDICT] source=heuristic state=Critical loss=11.11% delay=25.47ms jitter=4.70ms devices=2
[PREDICT] source=heuristic state=Unstable loss=7.69% delay=25.09ms jitter=4.73ms devices=2
[PREDICT] source=heuristic state=Unstable loss=4.00% delay=25.05ms jitter=4.05ms devices=4
[PREDICT] source=heuristic state=Unstable loss=4.00% delay=24.85ms jitter=4.27ms devices=2
[PREDICT] source=heuristic state=Unstable loss=3.92% delay=24.03ms jitter=3.75ms devices=2
[PREDICT] source=heuristic state=Critical loss=8.00% delay=25.23ms jitter=5.07ms devices=2
[PREDICT] source=heuristic state=Unstable loss=5.66% delay=25.54ms jitter=3.32ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=25.07ms jitter=7.00ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=23.44ms jitter=4.45ms devices=1
[PREDICT] source=heuristic state=Stable loss=0.00% delay=0.00ms jitter=0.00ms devices=0
[Receiver] Elapsed: 1m 45s | Rows:   420 | Status: Running
[PREDICT] source=heuristic state=Stable loss=0.00% delay=0.00ms jitter=0.00ms devices=0
[PREDICT] source=heuristic state=Stable loss=0.00% delay=0.00ms jitter=0.00ms devices=0
[PREDICT] source=heuristic state=Critical loss=78.57% delay=145.04ms jitter=109.85ms devices=2
[PREDICT] source=heuristic state=Critical loss=70.31% delay=252.62ms jitter=53.44ms devices=4
[PREDICT] source=heuristic state=Critical loss=79.43% delay=283.21ms jitter=77.08ms devices=4
[PREDICT] source=heuristic state=Critical loss=77.32% delay=281.86ms jitter=71.32ms devices=4
[PREDICT] source=heuristic state=Critical loss=79.75% delay=270.42ms jitter=75.74ms devices=4
[PREDICT] source=heuristic state=Critical loss=78.10% delay=274.02ms jitter=78.46ms devices=6
[PREDICT] source=heuristic state=Critical loss=70.00% delay=333.36ms jitter=58.75ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=0.00ms jitter=0.00ms devices=0
[PREDICT] source=heuristic state=Critical loss=0.00% delay=379.08ms jitter=50.96ms devices=1
[PREDICT] source=heuristic state=Stable loss=0.00% delay=0.00ms jitter=0.00ms devices=0
[PREDICT] source=heuristic state=Critical loss=85.71% delay=383.94ms jitter=20.68ms devices=1
[PREDICT] source=heuristic state=Stable loss=0.00% delay=0.00ms jitter=0.00ms devices=0
[PREDICT] source=heuristic state=Stable loss=0.00% delay=0.00ms jitter=0.00ms devices=0
[PREDICT] source=heuristic state=Critical loss=66.67% delay=193.46ms jitter=190.48ms devices=1
[PREDICT] source=heuristic state=Critical loss=77.62% delay=253.69ms jitter=68.82ms devices=4
[PREDICT] source=heuristic state=Critical loss=80.59% delay=284.04ms jitter=84.07ms devices=5
[PREDICT] source=heuristic state=Critical loss=77.84% delay=279.02ms jitter=72.65ms devices=5
[PREDICT] source=heuristic state=Critical loss=79.15% delay=273.58ms jitter=70.54ms devices=4
[PREDICT] source=heuristic state=Critical loss=81.30% delay=292.82ms jitter=83.39ms devices=4
[PREDICT] source=heuristic state=Critical loss=74.38% delay=326.98ms jitter=61.53ms devices=5
[PREDICT] source=heuristic state=Critical loss=80.18% delay=288.48ms jitter=81.78ms devices=1
[PREDICT] source=heuristic state=Critical loss=79.05% delay=280.52ms jitter=77.53ms devices=1
[PREDICT] source=heuristic state=Critical loss=78.79% delay=245.61ms jitter=74.46ms devices=1
[PREDICT] source=heuristic state=Critical loss=80.95% delay=269.65ms jitter=76.54ms devices=3
[PREDICT] source=heuristic state=Critical loss=80.00% delay=296.43ms jitter=93.63ms devices=1
[PREDICT] source=heuristic state=Critical loss=80.20% delay=277.17ms jitter=70.61ms devices=1
[PREDICT] source=heuristic state=Critical loss=84.89% delay=280.87ms jitter=109.52ms devices=1
[PREDICT] source=heuristic state=Critical loss=74.63% delay=283.36ms jitter=67.73ms devices=3
[PREDICT] source=heuristic state=Critical loss=76.77% delay=294.43ms jitter=63.76ms devices=1
[PREDICT] source=heuristic state=Critical loss=78.16% delay=285.05ms jitter=79.81ms devices=1
[PREDICT] source=heuristic state=Critical loss=79.05% delay=311.23ms jitter=75.97ms devices=1
[PREDICT] source=heuristic state=Critical loss=78.72% delay=259.06ms jitter=71.19ms devices=2
[PREDICT] source=heuristic state=Critical loss=74.49% delay=281.27ms jitter=65.64ms devices=2
[PREDICT] source=heuristic state=Critical loss=77.19% delay=306.64ms jitter=72.70ms devices=2
[PREDICT] source=heuristic state=Critical loss=82.39% delay=283.44ms jitter=100.06ms devices=3
[PREDICT] source=heuristic state=Critical loss=82.23% delay=275.67ms jitter=88.56ms devices=3
[PREDICT] source=heuristic state=Critical loss=82.56% delay=272.63ms jitter=95.17ms devices=2
[PREDICT] source=heuristic state=Critical loss=81.11% delay=265.60ms jitter=87.43ms devices=3
[PREDICT] source=heuristic state=Critical loss=79.26% delay=273.98ms jitter=72.13ms devices=3
[PREDICT] source=heuristic state=Critical loss=75.23% delay=263.69ms jitter=68.72ms devices=5
[PREDICT] source=heuristic state=Critical loss=81.58% delay=273.57ms jitter=86.64ms devices=3
[PREDICT] source=heuristic state=Critical loss=77.07% delay=279.76ms jitter=75.38ms devices=3
[PREDICT] source=heuristic state=Critical loss=82.22% delay=285.64ms jitter=88.83ms devices=3
[PREDICT] source=heuristic state=Critical loss=73.25% delay=268.30ms jitter=57.95ms devices=4
[PREDICT] source=heuristic state=Critical loss=77.96% delay=281.76ms jitter=72.38ms devices=3
[PREDICT] source=heuristic state=Critical loss=79.34% delay=273.25ms jitter=77.51ms devices=3
[PREDICT] source=heuristic state=Critical loss=80.30% delay=267.80ms jitter=83.92ms devices=3
[PREDICT] source=heuristic state=Critical loss=78.57% delay=266.99ms jitter=72.89ms devices=5
[PREDICT] source=heuristic state=Critical loss=81.12% delay=291.43ms jitter=88.74ms devices=3
[PREDICT] source=heuristic state=Critical loss=83.70% delay=278.85ms jitter=101.39ms devices=3
[PREDICT] source=heuristic state=Critical loss=79.50% delay=283.96ms jitter=79.90ms devices=3
[PREDICT] source=heuristic state=Critical loss=79.86% delay=277.14ms jitter=76.48ms devices=5
[PREDICT] source=heuristic state=Critical loss=81.43% delay=282.46ms jitter=86.67ms devices=3
[PREDICT] source=heuristic state=Critical loss=78.57% delay=276.07ms jitter=70.04ms devices=3
[PREDICT] source=heuristic state=Critical loss=81.16% delay=273.34ms jitter=88.25ms devices=3
[PREDICT] source=heuristic state=Critical loss=80.59% delay=282.37ms jitter=85.30ms devices=5
[PREDICT] source=heuristic state=Critical loss=82.78% delay=276.73ms jitter=93.45ms devices=3
[PREDICT] source=heuristic state=Critical loss=77.02% delay=277.87ms jitter=67.30ms devices=3
[Receiver] Elapsed: 2m 0s | Rows:   480 | Status: Running
[PREDICT] source=heuristic state=Critical loss=78.32% delay=285.12ms jitter=74.79ms devices=3
[PREDICT] source=heuristic state=Critical loss=80.32% delay=268.20ms jitter=84.68ms devices=5
[PREDICT] source=heuristic state=Critical loss=77.27% delay=276.34ms jitter=67.94ms devices=3
[PREDICT] source=heuristic state=Critical loss=83.51% delay=277.04ms jitter=93.36ms devices=3
[PREDICT] source=heuristic state=Critical loss=78.41% delay=272.42ms jitter=80.60ms devices=3
[PREDICT] source=heuristic state=Critical loss=80.46% delay=286.51ms jitter=83.35ms devices=5
[PREDICT] source=heuristic state=Critical loss=77.72% delay=290.09ms jitter=72.87ms devices=3
[PREDICT] source=heuristic state=Critical loss=81.25% delay=274.74ms jitter=80.50ms devices=2
[PREDICT] source=heuristic state=Critical loss=77.48% delay=286.11ms jitter=69.95ms devices=3
[PREDICT] source=heuristic state=Critical loss=79.41% delay=350.11ms jitter=95.74ms devices=2
[PREDICT] source=heuristic state=Critical loss=0.00% delay=242.94ms jitter=42.65ms devices=2
[PREDICT] source=heuristic state=Stable loss=0.00% delay=0.00ms jitter=0.00ms devices=0
[PREDICT] source=heuristic state=Stable loss=0.00% delay=0.00ms jitter=0.00ms devices=0
[PREDICT] source=heuristic state=Critical loss=84.62% delay=181.72ms jitter=216.94ms devices=2
[PREDICT] source=heuristic state=Critical loss=79.45% delay=259.88ms jitter=76.44ms devices=4
[PREDICT] source=heuristic state=Critical loss=76.95% delay=293.43ms jitter=67.59ms devices=5
[PREDICT] source=heuristic state=Critical loss=79.34% delay=285.67ms jitter=76.26ms devices=6
[PREDICT] source=heuristic state=Critical loss=80.31% delay=289.36ms jitter=79.01ms devices=4
[PREDICT] source=heuristic state=Critical loss=77.35% delay=282.64ms jitter=72.49ms devices=4
[PREDICT] source=heuristic state=Critical loss=81.82% delay=352.19ms jitter=60.15ms devices=3
[PREDICT] source=heuristic state=Critical loss=50.00% delay=178.26ms jitter=228.28ms devices=2
[PREDICT] source=heuristic state=Critical loss=75.00% delay=13.94ms jitter=363.05ms devices=1
[PREDICT] source=heuristic state=Critical loss=50.00% delay=16.41ms jitter=345.36ms devices=1
[PREDICT] source=heuristic state=Stable loss=0.00% delay=0.00ms jitter=0.00ms devices=0
[PREDICT] source=heuristic state=Stable loss=0.00% delay=19.87ms jitter=2.97ms devices=1
[PREDICT] source=heuristic state=Critical loss=0.00% delay=14.91ms jitter=182.39ms devices=3
[PREDICT] source=heuristic state=Stable loss=2.56% delay=16.94ms jitter=2.82ms devices=2
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.44ms jitter=2.73ms devices=2
[PREDICT] source=heuristic state=Stable loss=0.00% delay=17.38ms jitter=3.17ms devices=2
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.53ms jitter=2.53ms devices=2
[PREDICT] source=heuristic state=Unstable loss=0.00% delay=16.84ms jitter=13.44ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.96ms jitter=2.23ms devices=3
[PREDICT] source=heuristic state=Stable loss=2.63% delay=17.11ms jitter=2.64ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.78ms jitter=2.95ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.94ms jitter=2.52ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.84ms jitter=2.50ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.74ms jitter=2.36ms devices=3
[PREDICT] source=heuristic state=Stable loss=2.70% delay=17.18ms jitter=2.87ms devices=3
[PREDICT] source=heuristic state=Stable loss=1.37% delay=16.59ms jitter=2.61ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.88ms jitter=2.96ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.66ms jitter=2.80ms devices=3
[PREDICT] source=heuristic state=Unstable loss=5.33% delay=16.98ms jitter=2.70ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.32ms jitter=2.39ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=17.36ms jitter=3.13ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.42ms jitter=2.58ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.96ms jitter=2.41ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.87ms jitter=2.42ms devices=5
[PREDICT] source=heuristic state=Stable loss=2.63% delay=16.98ms jitter=3.34ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.94ms jitter=2.78ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=17.13ms jitter=2.39ms devices=3
[PREDICT] source=heuristic state=Stable loss=1.32% delay=16.94ms jitter=2.95ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.74ms jitter=2.71ms devices=3
[PREDICT] source=heuristic state=Unstable loss=3.42% delay=16.92ms jitter=2.47ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.64ms jitter=2.25ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.82% delay=17.22ms jitter=2.64ms devices=6
[PREDICT] source=heuristic state=Stable loss=0.83% delay=16.98ms jitter=2.73ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.71ms jitter=2.68ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.95ms jitter=2.47ms devices=6
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.64ms jitter=2.56ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=17.07ms jitter=2.75ms devices=3
[Receiver] Elapsed: 2m 15s | Rows:   540 | Status: Running
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.81ms jitter=2.20ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=17.00ms jitter=2.52ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=17.01ms jitter=3.07ms devices=2
[PREDICT] source=heuristic state=Stable loss=0.00% delay=17.33ms jitter=2.68ms devices=2
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.30ms jitter=2.40ms devices=2
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.64ms jitter=2.51ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=17.20ms jitter=2.37ms devices=2
[PREDICT] source=heuristic state=Stable loss=2.04% delay=16.85ms jitter=3.11ms devices=2
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.79ms jitter=2.89ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=17.06ms jitter=2.74ms devices=5
[PREDICT] source=heuristic state=Stable loss=1.39% delay=17.00ms jitter=2.29ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.97ms jitter=2.82ms devices=3
[PREDICT] source=heuristic state=Stable loss=1.35% delay=16.67ms jitter=2.51ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.85ms jitter=2.57ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.17ms jitter=2.54ms devices=3
[PREDICT] source=heuristic state=Stable loss=1.39% delay=16.97ms jitter=2.75ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=17.20ms jitter=2.83ms devices=3
[PREDICT] source=heuristic state=Stable loss=1.37% delay=16.76ms jitter=2.35ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.74ms jitter=2.67ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.80ms jitter=2.50ms devices=3
[PREDICT] source=heuristic state=Stable loss=2.74% delay=17.16ms jitter=2.15ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.73ms jitter=2.58ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=17.23ms jitter=2.76ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.98ms jitter=2.35ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=17.28ms jitter=2.56ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=17.32ms jitter=2.64ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=17.20ms jitter=2.66ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.92ms jitter=2.63ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=17.24ms jitter=2.57ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.67ms jitter=2.18ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.46ms jitter=2.82ms devices=3
[PREDICT] source=heuristic state=Unstable loss=4.08% delay=16.95ms jitter=2.53ms devices=2
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.45ms jitter=2.45ms devices=2
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.50ms jitter=2.10ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.35ms jitter=2.40ms devices=2
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.68ms jitter=2.66ms devices=2
[PREDICT] source=heuristic state=Stable loss=0.00% delay=17.03ms jitter=3.21ms devices=2
[PREDICT] source=heuristic state=Stable loss=0.00% delay=16.76ms jitter=2.36ms devices=4
[PREDICT] source=heuristic state=Stable loss=2.04% delay=16.85ms jitter=2.55ms devices=2
