
[Receiver] Closed-loop gateway listening on :9000
[Receiver] Ward controller target: 10.0.0.1:5006

[WARN] joblib unavailable; using heuristic predictor.
[PREDICT] source=heuristic state=Critical loss=42.14% delay=54.36ms jitter=14.52ms devices=5
[PREDICT] source=heuristic state=Critical loss=34.75% delay=53.70ms jitter=12.81ms devices=5
[PREDICT] source=heuristic state=Critical loss=38.12% delay=51.90ms jitter=13.13ms devices=4
[PREDICT] source=heuristic state=Critical loss=39.86% delay=56.10ms jitter=13.79ms devices=4
[PREDICT] source=heuristic state=Critical loss=38.06% delay=54.60ms jitter=13.52ms devices=6
[PREDICT] source=heuristic state=Critical loss=38.67% delay=55.68ms jitter=13.31ms devices=4
[PREDICT] source=heuristic state=Critical loss=40.00% delay=53.01ms jitter=12.62ms devices=4
[PREDICT] source=heuristic state=Critical loss=44.17% delay=54.23ms jitter=14.86ms devices=4
[PREDICT] source=heuristic state=Critical loss=37.42% delay=55.72ms jitter=12.31ms devices=5
[PREDICT] source=heuristic state=Critical loss=36.62% delay=53.32ms jitter=12.55ms devices=5
[PREDICT] source=heuristic state=Critical loss=39.31% delay=54.77ms jitter=13.54ms devices=4
[PREDICT] source=heuristic state=Critical loss=40.85% delay=55.19ms jitter=13.65ms devices=4
[Receiver] Elapsed: 1m 15s | Rows:   300 | Status: Running
[PREDICT] source=heuristic state=Critical loss=36.03% delay=56.19ms jitter=12.14ms devices=6
[PREDICT] source=heuristic state=Critical loss=42.14% delay=53.88ms jitter=14.37ms devices=5
[PREDICT] source=heuristic state=Critical loss=38.06% delay=53.33ms jitter=13.22ms devices=4
[PREDICT] source=heuristic state=Critical loss=38.46% delay=52.04ms jitter=12.98ms devices=4
[PREDICT] source=heuristic state=Critical loss=35.42% delay=55.10ms jitter=13.00ms devices=5
[PREDICT] source=heuristic state=Critical loss=40.25% delay=55.14ms jitter=14.73ms devices=6
[PREDICT] source=heuristic state=Critical loss=41.94% delay=53.97ms jitter=13.20ms devices=4
[PREDICT] source=heuristic state=Critical loss=41.18% delay=54.03ms jitter=13.61ms devices=4
[PREDICT] source=heuristic state=Critical loss=39.49% delay=54.44ms jitter=13.49ms devices=6
[PREDICT] source=heuristic state=Critical loss=36.77% delay=53.90ms jitter=12.23ms devices=5
[PREDICT] source=heuristic state=Critical loss=35.51% delay=54.27ms jitter=12.25ms devices=4
[PREDICT] source=heuristic state=Critical loss=41.98% delay=52.66ms jitter=13.94ms devices=4
[PREDICT] source=heuristic state=Critical loss=28.99% delay=52.34ms jitter=11.06ms devices=6
[PREDICT] source=heuristic state=Critical loss=35.81% delay=54.92ms jitter=12.72ms devices=5
[PREDICT] source=heuristic state=Critical loss=41.40% delay=55.62ms jitter=13.98ms devices=4
[PREDICT] source=heuristic state=Critical loss=35.81% delay=54.69ms jitter=12.68ms devices=4
[PREDICT] source=heuristic state=Critical loss=41.32% delay=53.34ms jitter=14.44ms devices=6
[PREDICT] source=heuristic state=Critical loss=28.12% delay=54.10ms jitter=10.67ms devices=5
[PREDICT] source=heuristic state=Critical loss=41.61% delay=54.39ms jitter=13.04ms devices=4
[PREDICT] source=heuristic state=Critical loss=37.58% delay=55.51ms jitter=12.82ms devices=4
[PREDICT] source=heuristic state=Critical loss=38.85% delay=53.54ms jitter=12.67ms devices=6
[PREDICT] source=heuristic state=Critical loss=36.30% delay=53.36ms jitter=12.35ms devices=5
[PREDICT] source=heuristic state=Critical loss=34.97% delay=54.15ms jitter=12.03ms devices=4
[PREDICT] source=heuristic state=Critical loss=37.67% delay=54.86ms jitter=13.54ms devices=4
[PREDICT] source=heuristic state=Critical loss=36.00% delay=54.83ms jitter=11.02ms devices=6
[PREDICT] source=heuristic state=Critical loss=36.36% delay=53.81ms jitter=12.61ms devices=4
[PREDICT] source=heuristic state=Critical loss=39.87% delay=55.02ms jitter=12.88ms devices=4
[PREDICT] source=heuristic state=Critical loss=40.76% delay=53.08ms jitter=14.43ms devices=4
[PREDICT] source=heuristic state=Critical loss=43.53% delay=54.43ms jitter=16.10ms devices=5
[PREDICT] source=heuristic state=Critical loss=35.11% delay=52.97ms jitter=12.15ms devices=6
[PREDICT] source=heuristic state=Critical loss=36.23% delay=53.67ms jitter=12.71ms devices=4
[PREDICT] source=heuristic state=Critical loss=37.84% delay=54.13ms jitter=13.62ms devices=4
[PREDICT] source=heuristic state=Critical loss=32.59% delay=55.71ms jitter=11.40ms devices=6
[PREDICT] source=heuristic state=Critical loss=40.88% delay=55.58ms jitter=14.56ms devices=5
[PREDICT] source=heuristic state=Critical loss=34.27% delay=52.67ms jitter=12.50ms devices=4
[PREDICT] source=heuristic state=Critical loss=34.33% delay=53.87ms jitter=12.38ms devices=4
[PREDICT] source=heuristic state=Critical loss=39.43% delay=46.89ms jitter=14.51ms devices=6
[PREDICT] source=heuristic state=Stable loss=0.00% delay=21.71ms jitter=4.31ms devices=5
[PREDICT] source=heuristic state=Stable loss=1.04% delay=21.92ms jitter=3.42ms devices=4
[PREDICT] source=heuristic state=Stable loss=1.05% delay=22.22ms jitter=3.52ms devices=4
[PREDICT] source=heuristic state=Stable loss=2.94% delay=21.54ms jitter=3.61ms devices=6
[PREDICT] source=heuristic state=Unstable loss=3.12% delay=21.79ms jitter=4.13ms devices=5
[PREDICT] source=heuristic state=Unstable loss=3.06% delay=21.77ms jitter=3.48ms devices=4
[PREDICT] source=heuristic state=Stable loss=1.05% delay=22.18ms jitter=3.06ms devices=4
[PREDICT] source=heuristic state=Stable loss=2.00% delay=22.27ms jitter=3.71ms devices=6
[PREDICT] source=heuristic state=Unstable loss=6.86% delay=22.70ms jitter=4.39ms devices=5
[PREDICT] source=heuristic state=Stable loss=1.06% delay=22.08ms jitter=3.81ms devices=4
[PREDICT] source=heuristic state=Unstable loss=3.03% delay=22.08ms jitter=4.12ms devices=4
[PREDICT] source=heuristic state=Unstable loss=4.04% delay=21.87ms jitter=3.51ms devices=6
[PREDICT] source=heuristic state=Stable loss=2.08% delay=21.84ms jitter=3.82ms devices=5
[PREDICT] source=heuristic state=Stable loss=2.97% delay=22.67ms jitter=4.06ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=22.21ms jitter=3.11ms devices=4
[PREDICT] source=heuristic state=Stable loss=2.02% delay=21.64ms jitter=3.84ms devices=6
[PREDICT] source=heuristic state=Stable loss=2.00% delay=22.23ms jitter=3.50ms devices=5
[PREDICT] source=heuristic state=Unstable loss=3.09% delay=22.04ms jitter=3.57ms devices=4
[PREDICT] source=heuristic state=Stable loss=2.06% delay=21.80ms jitter=3.79ms devices=4
[PREDICT] source=heuristic state=Stable loss=2.02% delay=21.82ms jitter=3.54ms devices=6
[PREDICT] source=heuristic state=Stable loss=0.00% delay=21.36ms jitter=3.80ms devices=5
[PREDICT] source=heuristic state=Unstable loss=3.12% delay=22.25ms jitter=4.01ms devices=4
[PREDICT] source=heuristic state=Unstable loss=6.12% delay=21.08ms jitter=3.74ms devices=4
[Receiver] Elapsed: 1m 30s | Rows:   360 | Status: Running
[PREDICT] source=heuristic state=Stable loss=0.00% delay=21.58ms jitter=3.23ms devices=5
[PREDICT] source=heuristic state=Unstable loss=4.08% delay=21.93ms jitter=3.40ms devices=6
[PREDICT] source=heuristic state=Stable loss=0.00% delay=22.04ms jitter=4.19ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=22.07ms jitter=3.57ms devices=4
[PREDICT] source=heuristic state=Stable loss=1.08% delay=21.67ms jitter=3.58ms devices=5
[PREDICT] source=heuristic state=Stable loss=2.11% delay=22.19ms jitter=3.87ms devices=5
[PREDICT] source=heuristic state=Stable loss=2.15% delay=22.37ms jitter=3.21ms devices=5
[PREDICT] source=heuristic state=Unstable loss=4.12% delay=22.38ms jitter=3.98ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=22.59ms jitter=5.35ms devices=6
[PREDICT] source=heuristic state=Unstable loss=4.00% delay=21.82ms jitter=4.19ms devices=5
[PREDICT] source=heuristic state=Unstable loss=4.08% delay=21.74ms jitter=4.41ms devices=5
[PREDICT] source=heuristic state=Stable loss=2.06% delay=22.58ms jitter=3.89ms devices=4
[PREDICT] source=heuristic state=Critical loss=9.52% delay=21.83ms jitter=4.39ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=21.86ms jitter=3.94ms devices=5
[PREDICT] source=heuristic state=Stable loss=1.04% delay=22.50ms jitter=3.63ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=22.32ms jitter=3.38ms devices=4
[PREDICT] source=heuristic state=Unstable loss=3.09% delay=21.56ms jitter=3.20ms devices=5
[PREDICT] source=heuristic state=Unstable loss=4.04% delay=22.64ms jitter=4.33ms devices=5
[PREDICT] source=heuristic state=Unstable loss=4.85% delay=21.78ms jitter=3.55ms devices=5
[PREDICT] source=heuristic state=Stable loss=1.06% delay=21.99ms jitter=3.60ms devices=4
[PREDICT] source=heuristic state=Stable loss=1.05% delay=22.12ms jitter=3.36ms devices=4
[PREDICT] source=heuristic state=Unstable loss=5.00% delay=22.17ms jitter=3.96ms devices=6
[PREDICT] source=heuristic state=Stable loss=1.03% delay=21.54ms jitter=3.72ms devices=5
[PREDICT] source=heuristic state=Unstable loss=4.17% delay=21.91ms jitter=3.08ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=22.30ms jitter=3.65ms devices=5
[PREDICT] source=heuristic state=Unstable loss=3.03% delay=22.72ms jitter=3.75ms devices=5
[PREDICT] source=heuristic state=Unstable loss=4.12% delay=21.54ms jitter=4.02ms devices=5
[PREDICT] source=heuristic state=Unstable loss=3.19% delay=22.02ms jitter=3.86ms devices=4
[PREDICT] source=heuristic state=Stable loss=1.05% delay=22.09ms jitter=3.35ms devices=4
[PREDICT] source=heuristic state=Unstable loss=4.00% delay=22.59ms jitter=4.29ms devices=6
[PREDICT] source=heuristic state=Unstable loss=3.96% delay=21.82ms jitter=3.87ms devices=5
[PREDICT] source=heuristic state=Unstable loss=4.21% delay=22.46ms jitter=3.92ms devices=4
[PREDICT] source=heuristic state=Unstable loss=4.08% delay=21.18ms jitter=3.36ms devices=4
[PREDICT] source=heuristic state=Stable loss=1.01% delay=21.78ms jitter=3.54ms devices=6
[PREDICT] source=heuristic state=Stable loss=1.03% delay=21.72ms jitter=3.32ms devices=5
[PREDICT] source=heuristic state=Unstable loss=4.21% delay=22.08ms jitter=3.42ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=22.23ms jitter=3.87ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=21.39ms jitter=3.70ms devices=6
[PREDICT] source=heuristic state=Unstable loss=3.09% delay=22.06ms jitter=3.56ms devices=5
[PREDICT] source=heuristic state=Unstable loss=3.09% delay=21.75ms jitter=3.72ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=21.27ms jitter=3.71ms devices=4
[PREDICT] source=heuristic state=Unstable loss=3.06% delay=22.15ms jitter=3.22ms devices=6
[PREDICT] source=heuristic state=Unstable loss=4.21% delay=21.93ms jitter=3.83ms devices=5
[PREDICT] source=heuristic state=Stable loss=2.02% delay=21.66ms jitter=3.57ms devices=4
[PREDICT] source=heuristic state=Stable loss=2.13% delay=21.51ms jitter=3.77ms devices=4
[PREDICT] source=heuristic state=Stable loss=1.02% delay=22.02ms jitter=3.50ms devices=6
[PREDICT] source=heuristic state=Unstable loss=3.00% delay=21.52ms jitter=4.19ms devices=5
[PREDICT] source=heuristic state=Unstable loss=6.00% delay=21.88ms jitter=4.12ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=21.99ms jitter=3.89ms devices=4
[PREDICT] source=heuristic state=Stable loss=1.98% delay=22.10ms jitter=3.34ms devices=6
[PREDICT] source=heuristic state=Stable loss=0.00% delay=22.24ms jitter=3.40ms devices=5
[PREDICT] source=heuristic state=Unstable loss=5.05% delay=21.65ms jitter=3.65ms devices=4
[PREDICT] source=heuristic state=Unstable loss=7.69% delay=21.85ms jitter=3.75ms devices=4
[PREDICT] source=heuristic state=Unstable loss=5.77% delay=21.81ms jitter=4.05ms devices=6
[PREDICT] source=heuristic state=Stable loss=2.04% delay=22.31ms jitter=3.45ms devices=5
[PREDICT] source=heuristic state=Unstable loss=5.83% delay=21.78ms jitter=3.47ms devices=4
[PREDICT] source=heuristic state=Unstable loss=4.35% delay=21.83ms jitter=4.31ms devices=4
[PREDICT] source=heuristic state=Critical loss=66.67% delay=186.07ms jitter=71.84ms devices=4
[PREDICT] source=heuristic state=Critical loss=78.36% delay=264.41ms jitter=74.29ms devices=5
[PREDICT] source=heuristic state=Critical loss=80.59% delay=274.35ms jitter=87.62ms devices=5
[Receiver] Elapsed: 1m 45s | Rows:   420 | Status: Running
[PREDICT] source=heuristic state=Critical loss=78.54% delay=270.83ms jitter=76.53ms devices=4
[PREDICT] source=heuristic state=Critical loss=79.89% delay=279.34ms jitter=78.26ms devices=5
[PREDICT] source=heuristic state=Critical loss=79.95% delay=279.45ms jitter=82.03ms devices=5
[PREDICT] source=heuristic state=Critical loss=79.17% delay=273.40ms jitter=72.72ms devices=5
[PREDICT] source=heuristic state=Critical loss=80.31% delay=270.53ms jitter=82.74ms devices=4
[PREDICT] source=heuristic state=Critical loss=80.82% delay=281.21ms jitter=90.88ms devices=5
[PREDICT] source=heuristic state=Critical loss=81.05% delay=284.13ms jitter=87.06ms devices=5
[PREDICT] source=heuristic state=Critical loss=80.99% delay=274.85ms jitter=80.55ms devices=5
[PREDICT] source=heuristic state=Critical loss=80.58% delay=280.22ms jitter=85.63ms devices=4
[PREDICT] source=heuristic state=Critical loss=80.05% delay=283.06ms jitter=80.40ms devices=4
[PREDICT] source=heuristic state=Critical loss=81.12% delay=271.71ms jitter=92.43ms devices=5
[PREDICT] source=heuristic state=Critical loss=78.37% delay=262.84ms jitter=68.53ms devices=5
[PREDICT] source=heuristic state=Critical loss=80.28% delay=275.54ms jitter=82.79ms devices=4
[PREDICT] source=heuristic state=Critical loss=78.77% delay=266.75ms jitter=74.30ms devices=4
[PREDICT] source=heuristic state=Critical loss=77.74% delay=280.39ms jitter=74.42ms devices=6
[PREDICT] source=heuristic state=Critical loss=80.95% delay=271.94ms jitter=87.64ms devices=5
[PREDICT] source=heuristic state=Critical loss=79.34% delay=277.06ms jitter=78.93ms devices=4
[PREDICT] source=heuristic state=Critical loss=80.93% delay=275.19ms jitter=79.72ms devices=4
[PREDICT] source=heuristic state=Critical loss=78.63% delay=272.42ms jitter=79.72ms devices=5
[PREDICT] source=heuristic state=Critical loss=78.70% delay=275.00ms jitter=76.41ms devices=5
[PREDICT] source=heuristic state=Critical loss=82.00% delay=285.10ms jitter=93.96ms devices=4
[PREDICT] source=heuristic state=Critical loss=79.90% delay=283.52ms jitter=82.41ms devices=5
[PREDICT] source=heuristic state=Critical loss=77.75% delay=283.47ms jitter=70.20ms devices=5
[PREDICT] source=heuristic state=Critical loss=79.10% delay=274.79ms jitter=76.65ms devices=4
[PREDICT] source=heuristic state=Critical loss=79.64% delay=277.76ms jitter=76.25ms devices=4
[PREDICT] source=heuristic state=Critical loss=80.36% delay=292.96ms jitter=83.19ms devices=4
[PREDICT] source=heuristic state=Critical loss=77.69% delay=286.25ms jitter=71.95ms devices=6
[PREDICT] source=heuristic state=Critical loss=76.25% delay=280.54ms jitter=61.21ms devices=5
[PREDICT] source=heuristic state=Critical loss=81.68% delay=277.75ms jitter=88.86ms devices=4
[PREDICT] source=heuristic state=Critical loss=79.10% delay=263.02ms jitter=71.87ms devices=4
[PREDICT] source=heuristic state=Critical loss=78.95% delay=275.38ms jitter=77.36ms devices=5
[PREDICT] source=heuristic state=Critical loss=79.53% delay=280.00ms jitter=76.49ms devices=5
[PREDICT] source=heuristic state=Critical loss=80.47% delay=279.59ms jitter=82.77ms devices=4
[PREDICT] source=heuristic state=Critical loss=80.54% delay=272.75ms jitter=84.26ms devices=4
[PREDICT] source=heuristic state=Critical loss=78.37% delay=282.36ms jitter=72.59ms devices=5
[PREDICT] source=heuristic state=Critical loss=79.53% delay=288.25ms jitter=80.02ms devices=5
[PREDICT] source=heuristic state=Critical loss=77.86% delay=279.71ms jitter=68.90ms devices=4
[PREDICT] source=heuristic state=Critical loss=80.93% delay=267.70ms jitter=86.32ms devices=4
[PREDICT] source=heuristic state=Critical loss=78.44% delay=270.51ms jitter=72.87ms devices=5
[PREDICT] source=heuristic state=Critical loss=77.75% delay=270.32ms jitter=67.90ms devices=5
[PREDICT] source=heuristic state=Critical loss=79.48% delay=272.71ms jitter=79.65ms devices=4
[PREDICT] source=heuristic state=Critical loss=79.21% delay=278.96ms jitter=75.36ms devices=4
[PREDICT] source=heuristic state=Critical loss=78.40% delay=267.97ms jitter=75.70ms devices=6
[PREDICT] source=heuristic state=Critical loss=80.26% delay=275.80ms jitter=76.85ms devices=5
[PREDICT] source=heuristic state=Critical loss=79.43% delay=277.57ms jitter=78.02ms devices=4
[PREDICT] source=heuristic state=Critical loss=80.80% delay=279.90ms jitter=86.15ms devices=4
[PREDICT] source=heuristic state=Critical loss=76.25% delay=281.80ms jitter=67.09ms devices=6
[PREDICT] source=heuristic state=Critical loss=80.89% delay=285.65ms jitter=89.77ms devices=5
[PREDICT] source=heuristic state=Critical loss=80.38% delay=279.52ms jitter=80.71ms devices=4
[PREDICT] source=heuristic state=Critical loss=80.00% delay=267.91ms jitter=83.83ms devices=4
[PREDICT] source=heuristic state=Critical loss=81.13% delay=266.75ms jitter=87.91ms devices=6
[PREDICT] source=heuristic state=Critical loss=78.35% delay=261.78ms jitter=79.09ms devices=5
[PREDICT] source=heuristic state=Critical loss=80.10% delay=271.93ms jitter=85.50ms devices=4
[PREDICT] source=heuristic state=Critical loss=82.00% delay=283.27ms jitter=89.01ms devices=4
[PREDICT] source=heuristic state=Critical loss=78.55% delay=274.75ms jitter=76.06ms devices=5
[PREDICT] source=heuristic state=Critical loss=79.01% delay=278.99ms jitter=77.77ms devices=5
[PREDICT] source=heuristic state=Critical loss=78.77% delay=279.42ms jitter=74.79ms devices=4
[PREDICT] source=heuristic state=Critical loss=78.29% delay=282.88ms jitter=71.00ms devices=4
[PREDICT] source=heuristic state=Critical loss=80.69% delay=282.91ms jitter=85.15ms devices=4
[PREDICT] source=heuristic state=Critical loss=78.08% delay=273.66ms jitter=72.80ms devices=5
[Receiver] Elapsed: 2m 0s | Rows:   480 | Status: Running
[PREDICT] source=heuristic state=Critical loss=78.91% delay=277.56ms jitter=75.95ms devices=4
[PREDICT] source=heuristic state=Critical loss=78.29% delay=278.26ms jitter=70.85ms devices=4
[PREDICT] source=heuristic state=Critical loss=77.30% delay=281.86ms jitter=70.52ms devices=5
[PREDICT] source=heuristic state=Critical loss=79.82% delay=262.21ms jitter=82.16ms devices=5
[PREDICT] source=heuristic state=Critical loss=78.68% delay=273.96ms jitter=76.81ms devices=4
[PREDICT] source=heuristic state=Critical loss=75.93% delay=277.85ms jitter=64.55ms devices=4
[PREDICT] source=heuristic state=Critical loss=81.84% delay=277.62ms jitter=95.55ms devices=5
[PREDICT] source=heuristic state=Critical loss=78.35% delay=280.38ms jitter=72.84ms devices=5
[PREDICT] source=heuristic state=Critical loss=81.50% delay=270.53ms jitter=97.33ms devices=4
[PREDICT] source=heuristic state=Critical loss=78.65% delay=278.60ms jitter=74.18ms devices=5
[PREDICT] source=heuristic state=Critical loss=80.35% delay=274.91ms jitter=82.85ms devices=6
[PREDICT] source=heuristic state=Critical loss=79.43% delay=267.53ms jitter=83.21ms devices=5
[PREDICT] source=heuristic state=Critical loss=79.52% delay=262.15ms jitter=74.86ms devices=4
[PREDICT] source=heuristic state=Critical loss=78.57% delay=274.47ms jitter=78.26ms devices=4
[PREDICT] source=heuristic state=Critical loss=77.53% delay=278.68ms jitter=74.97ms devices=6
[PREDICT] source=heuristic state=Critical loss=77.62% delay=267.87ms jitter=69.80ms devices=5
[PREDICT] source=heuristic state=Critical loss=78.51% delay=288.36ms jitter=75.30ms devices=4
[PREDICT] source=heuristic state=Critical loss=90.09% delay=141.30ms jitter=193.49ms devices=6
[PREDICT] source=heuristic state=Critical loss=75.62% delay=48.36ms jitter=67.56ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.46ms jitter=1.46ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.45ms jitter=1.69ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.66ms jitter=1.61ms devices=6
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.55ms jitter=1.80ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.81ms jitter=1.90ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.74ms jitter=1.71ms devices=4
[PREDICT] source=heuristic state=Stable loss=1.06% delay=12.60ms jitter=1.88ms devices=6
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.70ms jitter=1.54ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.81ms jitter=1.40ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.74ms jitter=1.54ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.40ms jitter=1.49ms devices=6
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.47ms jitter=1.67ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.57ms jitter=1.52ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.74ms jitter=1.87ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.73ms jitter=1.89ms devices=6
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.51ms jitter=1.52ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.61ms jitter=1.65ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.55ms jitter=1.90ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.53ms jitter=1.64ms devices=6
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.73ms jitter=1.35ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.71ms jitter=1.82ms devices=5
[PREDICT] source=heuristic state=Stable loss=1.03% delay=12.62ms jitter=1.36ms devices=4
[PREDICT] source=heuristic state=Stable loss=1.04% delay=12.62ms jitter=1.54ms devices=6
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.25ms jitter=1.72ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.25ms jitter=1.74ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.74ms jitter=1.53ms devices=4
[PREDICT] source=heuristic state=Stable loss=1.04% delay=12.74ms jitter=1.37ms devices=6
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.72ms jitter=1.97ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.82ms jitter=1.62ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.39ms jitter=1.74ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.70ms jitter=1.65ms devices=6
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.38ms jitter=1.46ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.73ms jitter=1.67ms devices=5
[PREDICT] source=heuristic state=Stable loss=1.04% delay=12.51ms jitter=1.64ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.52ms jitter=1.49ms devices=6
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.86ms jitter=1.61ms devices=4
[PREDICT] source=heuristic state=Stable loss=1.06% delay=12.58ms jitter=1.68ms devices=5
[PREDICT] source=heuristic state=Stable loss=1.05% delay=12.61ms jitter=1.69ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.80ms jitter=1.80ms devices=6
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.57ms jitter=1.68ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.75ms jitter=1.32ms devices=5
[Receiver] Elapsed: 2m 15s | Rows:   540 | Status: Running
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.36ms jitter=1.50ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.71ms jitter=1.76ms devices=6
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.44ms jitter=1.65ms devices=4
[PREDICT] source=heuristic state=Stable loss=1.06% delay=12.63ms jitter=1.38ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.65ms jitter=1.63ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.13ms jitter=1.79ms devices=6
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.73ms jitter=1.45ms devices=4
[PREDICT] source=heuristic state=Stable loss=1.04% delay=12.62ms jitter=1.99ms devices=5
[PREDICT] source=heuristic state=Stable loss=1.02% delay=12.63ms jitter=1.60ms devices=4
[PREDICT] source=heuristic state=Stable loss=1.02% delay=12.44ms jitter=1.55ms devices=6
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.69ms jitter=1.65ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.67ms jitter=1.53ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.47ms jitter=1.42ms devices=4
[PREDICT] source=heuristic state=Stable loss=1.04% delay=12.55ms jitter=1.70ms devices=6
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.65ms jitter=1.57ms devices=4
[PREDICT] source=heuristic state=Stable loss=1.02% delay=12.53ms jitter=1.76ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.92ms jitter=1.89ms devices=4
[PREDICT] source=heuristic state=Stable loss=1.03% delay=12.63ms jitter=1.53ms devices=6
[PREDICT] source=heuristic state=Stable loss=1.05% delay=12.61ms jitter=1.38ms devices=4
[PREDICT] source=heuristic state=Stable loss=1.04% delay=12.61ms jitter=1.35ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.59ms jitter=1.51ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.70ms jitter=1.22ms devices=6
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.43ms jitter=1.33ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=13.03ms jitter=1.59ms devices=5
[PREDICT] source=heuristic state=Stable loss=1.04% delay=12.56ms jitter=1.63ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.83ms jitter=1.52ms devices=6
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.58ms jitter=1.66ms devices=4
[PREDICT] source=heuristic state=Stable loss=1.09% delay=12.82ms jitter=1.84ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.66ms jitter=1.54ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.51ms jitter=1.39ms devices=6
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.25ms jitter=1.59ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.18ms jitter=1.73ms devices=5
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.61ms jitter=1.68ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.61ms jitter=1.46ms devices=6
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.62ms jitter=1.75ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=12.60ms jitter=1.38ms devices=5
[PREDICT] source=heuristic state=Stable loss=1.02% delay=12.55ms jitter=1.59ms devices=4
[PREDICT] source=heuristic state=Critical loss=35.35% delay=52.97ms jitter=17.72ms devices=6
[PREDICT] source=heuristic state=Critical loss=55.15% delay=89.35ms jitter=23.05ms devices=4
[PREDICT] source=heuristic state=Critical loss=51.55% delay=94.50ms jitter=23.33ms devices=5
